0,1,2,3,4,5
,ПЕРЕВОЗКА С ТЕРМИНАЛА ПОРТА ДО ПУНКТА ПРИБЫТИЯ (ЖД),,,,
,,,,,
Пункт отправления,,Пункт прибытия,"Ставка для
контейнера 20DC
(до 24 тонн)","Ставка для
контейнера
20DC
(более 24 тонн)","Ставка для контейнера
40HC"
